id,name item,url pict
1679,Korg Bat,https://render-eu.worldofwarcraft.com/icons/56/inv_mace_01.jpg
1680,Headchopper,https://render-eu.worldofwarcraft.com/icons/56/inv_axe_17.jpg
1685,Troll-Hide Bag,https://render-eu.worldofwarcraft.com/icons/56/inv_misc_bag_11.jpg
1705,Lesser Moonstone,https://render-eu.worldofwarcraft.com/icons/56/inv_misc_gem_crystal_01.jpg
1707,Stormwind Brie,https://render-eu.worldofwarcraft.com/icons/56/inv_misc_food_38.jpg
1708,Sweet Nectar,https://render-eu.worldofwarcraft.com/icons/56/inv_drink_12.jpg
1710,Greater Healing Potion,https://render-eu.worldofwarcraft.com/icons/56/inv_potion_52.jpg
1711,Scroll of Stamina II,https://render-eu.worldofwarcraft.com/icons/56/inv_scroll_07.jpg
1712,Scroll of Versatility II,https://render-eu.worldofwarcraft.com/icons/56/inv_scroll_01.jpg
1713,Ankh of Life,https://render-eu.worldofwarcraft.com/icons/56/spell_holy_prayerofhealing02.jpg
1714,Necklace of Calisea,https://render-eu.worldofwarcraft.com/icons/56/inv_jewelry_necklace_10.jpg
1715,Polished Jazeraint Armor,https://render-eu.worldofwarcraft.com/icons/56/inv_chest_chain_09.jpg
1716,Robe of the Magi,https://render-eu.worldofwarcraft.com/icons/56/inv_chest_cloth_17.jpg
1717,Double Link Tunic,https://render-eu.worldofwarcraft.com/icons/56/inv_chest_chain.jpg
1718,Basilisk Hide Pants,https://render-eu.worldofwarcraft.com/icons/56/inv_pants_06.jpg
1720,Tanglewood Staff,https://render-eu.worldofwarcraft.com/icons/56/inv_staff_25.jpg
1721,Viking Warhammer,https://render-eu.worldofwarcraft.com/icons/56/inv_hammer_09.jpg
1722,Thornstone Sledgehammer,https://render-eu.worldofwarcraft.com/icons/56/inv_hammer_04.jpg
1725,Large Knapsack,https://render-eu.worldofwarcraft.com/icons/56/inv_misc_bag_07_red.jpg
1726,Poison-Tipped Bone Spear,https://render-eu.worldofwarcraft.com/icons/56/inv_spear_02.jpg
1727,Sword of Decay,https://render-eu.worldofwarcraft.com/icons/56/inv_sword_26.jpg
1728,Teebu's Blazing Longsword,https://render-eu.worldofwarcraft.com/icons/56/inv_sword_22.jpg
1745,Laced Mail Vest,https://render-eu.worldofwarcraft.com/icons/56/inv_chest_chain.jpg
1747,Linked Chain Boots,https://render-eu.worldofwarcraft.com/icons/56/inv_boots_01.jpg
1748,Linked Chain Bracers,https://render-eu.worldofwarcraft.com/icons/56/inv_bracer_03.jpg
1750,Linked Chain Gloves,https://render-eu.worldofwarcraft.com/icons/56/inv_gauntlets_04.jpg
1769,Canvas Shoulderpads,https://render-eu.worldofwarcraft.com/icons/56/inv_shoulder_09.jpg
1774,Brocade Cloak,https://render-eu.worldofwarcraft.com/icons/56/inv_misc_cape_16.jpg
1778,Brocade Vest,https://render-eu.worldofwarcraft.com/icons/56/inv_shirt_blue_01.jpg
1792,Patched Leather Pants,https://render-eu.worldofwarcraft.com/icons/56/inv_pants_wolf.jpg
1820,Wooden Maul,https://render-eu.worldofwarcraft.com/icons/56/inv_hammer_15.jpg
1821,Warped Blade,https://render-eu.worldofwarcraft.com/icons/56/inv_sword_04.jpg
1917,Jeweled Dagger,https://render-eu.worldofwarcraft.com/icons/56/inv_weapon_shortblade_15.jpg
1925,Defias Rapier,https://render-eu.worldofwarcraft.com/icons/56/inv_sword_30.jpg
1926,Weighted Sap,https://render-eu.worldofwarcraft.com/icons/56/inv_mace_06.jpg
1930,Stonemason Cloak,https://render-eu.worldofwarcraft.com/icons/56/inv_misc_cape_11.jpg
1935,Assassin's Blade,https://render-eu.worldofwarcraft.com/icons/56/inv_weapon_shortblade_24.jpg
1951,Blackwater Cutlass,https://render-eu.worldofwarcraft.com/icons/56/inv_sword_24.jpg
1973,Orb of Deception,https://render-eu.worldofwarcraft.com/icons/56/inv_misc_orb_02.jpg
1974,Mindthrust Bracers,https://render-eu.worldofwarcraft.com/icons/56/inv_bracer_07.jpg
1975,Pysan's Old Greatsword,https://render-eu.worldofwarcraft.com/icons/56/inv_sword_25.jpg
1976,Slaghammer,https://render-eu.worldofwarcraft.com/icons/56/inv_hammer_16.jpg
1978,Wolfclaw Gloves,https://render-eu.worldofwarcraft.com/icons/56/inv_gauntlets_04.jpg
1979,Wall of the Dead,https://render-eu.worldofwarcraft.com/icons/56/inv_shield_02.jpg
1980,Underworld Band,https://render-eu.worldofwarcraft.com/icons/56/inv_jewelry_ring_15.jpg
1981,Icemail Jerkin,https://render-eu.worldofwarcraft.com/icons/56/inv_chest_plate06.jpg
1982,Nightblade,https://render-eu.worldofwarcraft.com/icons/56/inv_sword_02.jpg
1986,Gutrender,https://render-eu.worldofwarcraft.com/icons/56/inv_sword_15.jpg
1988,Chief Brigadier Gauntlets,https://render-eu.worldofwarcraft.com/icons/56/inv_gauntlets_22.jpg
1990,Ballast Maul,https://render-eu.worldofwarcraft.com/icons/56/inv_mace_06.jpg
1991,Goblin Power Shovel,https://render-eu.worldofwarcraft.com/icons/56/inv_misc_shovel_02.jpg
1994,Ebonclaw Reaver,https://render-eu.worldofwarcraft.com/icons/56/inv_axe_16.jpg
1996,Voodoo Band,https://render-eu.worldofwarcraft.com/icons/56/inv_jewelry_ring_15.jpg
1997,Pressed Felt Robe,https://render-eu.worldofwarcraft.com/icons/56/inv_chest_cloth_22.jpg
1998,Bloodscalp Channeling Staff,https://render-eu.worldofwarcraft.com/icons/56/inv_staff_18.jpg
2011,Twisted Sabre,https://render-eu.worldofwarcraft.com/icons/56/inv_sword_24.jpg
2016,Dusty Chain Armor,https://render-eu.worldofwarcraft.com/icons/56/inv_chest_chain.jpg
2021,Green Carapace Shield,https://render-eu.worldofwarcraft.com/icons/56/inv_misc_monsterspidercarapace_01.jpg
2029,Cleaver,https://render-eu.worldofwarcraft.com/icons/56/inv_axe_23.jpg
2034,Scholarly Robes,https://render-eu.worldofwarcraft.com/icons/56/inv_chest_cloth_04.jpg
2039,Plains Ring,https://render-eu.worldofwarcraft.com/icons/56/inv_jewelry_ring_02.jpg
2040,Troll Protector,https://render-eu.worldofwarcraft.com/icons/56/inv_shield_16.jpg
2057,Pitted Defias Shortsword,https://render-eu.worldofwarcraft.com/icons/56/inv_sword_04.jpg
2059,Sentry Cloak,https://render-eu.worldofwarcraft.com/icons/56/inv_misc_cape_04.jpg
2070,Darnassian Bleu,https://render-eu.worldofwarcraft.com/icons/56/inv_misc_food_06.jpg
2072,Dwarven Magestaff,https://render-eu.worldofwarcraft.com/icons/56/inv_staff_04.jpg
2073,Dwarven Hatchet,https://render-eu.worldofwarcraft.com/icons/56/inv_axe_04.jpg
2075,Heavy Mace,https://render-eu.worldofwarcraft.com/icons/56/inv_mace_06.jpg
2077,Magician Staff,https://render-eu.worldofwarcraft.com/icons/56/inv_wand_06.jpg
2078,Northern Shortsword,https://render-eu.worldofwarcraft.com/icons/56/inv_sword_20.jpg
2079,Sergeant's Warhammer,https://render-eu.worldofwarcraft.com/icons/56/inv_hammer_11.jpg
2080,Hillborne Axe,https://render-eu.worldofwarcraft.com/icons/56/inv_axe_11.jpg
2087,Hard Crawler Carapace,https://render-eu.worldofwarcraft.com/icons/56/inv_chest_wolf.jpg
2088,Long Crawler Limb,https://render-eu.worldofwarcraft.com/icons/56/inv_misc_bone_06.jpg
2092,Worn Dagger,https://render-eu.worldofwarcraft.com/icons/56/inv_weapon_shortblade_05.jpg
2098,Double-Barreled Shotgun,https://render-eu.worldofwarcraft.com/icons/56/inv_weapon_rifle_08.jpg
2099,Dwarven Hand Cannon,https://render-eu.worldofwarcraft.com/icons/56/inv_weapon_rifle_09.jpg
2100,Precisely Calibrated Boomstick,https://render-eu.worldofwarcraft.com/icons/56/inv_weapon_rifle_06.jpg
2101,Light Quiver,https://render-eu.worldofwarcraft.com/icons/56/inv_misc_quiver_09.jpg
2105,Thug Shirt,https://render-eu.worldofwarcraft.com/icons/56/inv_shirt_14.jpg
2130,Club,https://render-eu.worldofwarcraft.com/icons/56/inv_mace_10.jpg
2131,Shortsword,https://render-eu.worldofwarcraft.com/icons/56/inv_sword_04.jpg
2132,Short Staff,https://render-eu.worldofwarcraft.com/icons/56/inv_staff_02.jpg
2134,Hand Axe,https://render-eu.worldofwarcraft.com/icons/56/inv_axe_19.jpg
2138,Sharpened Letter Opener,https://render-eu.worldofwarcraft.com/icons/56/inv_weapon_shortblade_05.jpg
2139,Dirk,https://render-eu.worldofwarcraft.com/icons/56/inv_weapon_shortblade_14.jpg
2140,Carving Knife,https://render-eu.worldofwarcraft.com/icons/56/inv_weapon_shortblade_01.jpg
2163,Shadowblade,https://render-eu.worldofwarcraft.com/icons/56/inv_sword_12.jpg
2164,Gut Ripper,https://render-eu.worldofwarcraft.com/icons/56/inv_sword_13.jpg
2166,Foreman's Leggings,https://render-eu.worldofwarcraft.com/icons/56/inv_pants_03.jpg
2167,Foreman's Gloves,https://render-eu.worldofwarcraft.com/icons/56/inv_gauntlets_21.jpg
2194,Diamond Hammer,https://render-eu.worldofwarcraft.com/icons/56/inv_hammer_06.jpg
2205,Duskbringer,https://render-eu.worldofwarcraft.com/icons/56/inv_sword_41.jpg
2207,Jambiya,https://render-eu.worldofwarcraft.com/icons/56/inv_weapon_shortblade_04.jpg
2220,Box Shield,https://render-eu.worldofwarcraft.com/icons/56/inv_shield_03.jpg
2232,Dark Runner Boots,https://render-eu.worldofwarcraft.com/icons/56/inv_boots_05.jpg
2236,Blackfang,https://render-eu.worldofwarcraft.com/icons/56/inv_weapon_shortblade_02.jpg
2241,Desperado Cape,https://render-eu.worldofwarcraft.com/icons/56/inv_misc_cape_04.jpg
2243,Hand of Edward the Odd,https://render-eu.worldofwarcraft.com/icons/56/inv_mace_14.jpg
2244,Krol Blade,https://render-eu.worldofwarcraft.com/icons/56/inv_sword_18.jpg
2245,Helm of Narv,https://render-eu.worldofwarcraft.com/icons/56/inv_helmet_05.jpg
2246,Myrmidon's Signet,https://render-eu.worldofwarcraft.com/icons/56/inv_jewelry_ring_05.jpg
2251,Gooey Spider Leg,https://render-eu.worldofwarcraft.com/icons/56/inv_misc_monsterspidercarapace_01.jpg
2256,Skeletal Club,https://render-eu.worldofwarcraft.com/icons/56/inv_misc_bone_elfskull_01.jpg
2264,Mantle of Thieves,https://render-eu.worldofwarcraft.com/icons/56/inv_shoulder_08.jpg
2271,Staff of the Blessed Seer,https://render-eu.worldofwarcraft.com/icons/56/inv_staff_31.jpg
2276,Swampwalker Boots,https://render-eu.worldofwarcraft.com/icons/56/inv_boots_09.jpg
2278,Forest Tracker Epaulets,https://render-eu.worldofwarcraft.com/icons/56/inv_shoulder_18.jpg
2284,Rat Cloth Cloak,https://render-eu.worldofwarcraft.com/icons/56/inv_misc_cape_10.jpg
2287,Haunch of Meat,https://render-eu.worldofwarcraft.com/icons/56/inv_misc_food_18.jpg
2289,Scroll of Strength II,https://render-eu.worldofwarcraft.com/icons/56/inv_scroll_02.jpg
2290,Scroll of Intellect II,https://render-eu.worldofwarcraft.com/icons/56/inv_scroll_01.jpg
2291,Kang the Decapitator,https://render-eu.worldofwarcraft.com/icons/56/inv_axe_15.jpg
2292,Necrology Robes,https://render-eu.worldofwarcraft.com/icons/56/inv_chest_cloth_36.jpg
2299,Burning War Axe,https://render-eu.worldofwarcraft.com/icons/56/inv_axe_02.jpg
2300,Embossed Leather Vest,https://render-eu.worldofwarcraft.com/icons/56/inv_chest_leather_09.jpg
2302,Handstitched Leather Boots,https://render-eu.worldofwarcraft.com/icons/56/inv_boots_04.jpg
2303,Handstitched Leather Pants,https://render-eu.worldofwarcraft.com/icons/56/inv_pants_wolf.jpg
2304,Light Armor Kit,https://render-eu.worldofwarcraft.com/icons/56/inv_misc_armorkit_17.jpg
2307,Fine Leather Boots,https://render-eu.worldofwarcraft.com/icons/56/inv_boots_06.jpg
2308,Fine Leather Cloak,https://render-eu.worldofwarcraft.com/icons/56/inv_misc_cape_10.jpg
2309,Embossed Leather Boots,https://render-eu.worldofwarcraft.com/icons/56/inv_boots_05.jpg
2310,Embossed Leather Cloak,https://render-eu.worldofwarcraft.com/icons/56/inv_helmet_48.jpg
2311,White Leather Jerkin,https://render-eu.worldofwarcraft.com/icons/56/inv_chest_wolf.jpg
2312,Fine Leather Gloves,https://render-eu.worldofwarcraft.com/icons/56/inv_gauntlets_05.jpg
